,source,target,time
73,0@purdue.edu,54@purdue.edu,1/13/15 19:28
74,0@purdue.edu,37@purdue.edu,1/13/15 20:40
75,0@purdue.edu,55@purdue.edu,1/13/15 20:42
76,55@purdue.edu,56@purdue.edu,1/13/15 21:01
77,54@purdue.edu,34@purdue.edu,1/13/15 21:15
78,0@purdue.edu,57@purdue.edu,1/12/15 9:39
79,0@purdue.edu,57@purdue.edu,1/12/15 9:54
80,0@purdue.edu,58@purdue.edu,1/12/15 15:08
81,0@purdue.edu,59@purdue.edu,1/12/15 20:24
82,57@purdue.edu,44@purdue.edu,1/12/15 21:03
83,58@purdue.edu,60@purdue.edu,1/12/15 22:23
84,0@purdue.edu,41@purdue.edu,1/13/15 10:20
85,0@purdue.edu,52@purdue.edu,1/13/15 10:51
86,41@purdue.edu,29@purdue.edu,1/13/15 11:33
87,52@purdue.edu,29@purdue.edu,1/13/15 11:38
88,0@purdue.edu,61@purdue.edu,1/13/15 12:02
89,0@purdue.edu,42@purdue.edu,1/13/15 13:57
90,0@purdue.edu,62@purdue.edu,1/13/15 14:47
91,62@purdue.edu,29@purdue.edu,1/13/15 15:17
92,62@purdue.edu,50@purdue.edu,1/13/15 15:20
93,29@purdue.edu,63@purdue.edu,1/13/15 17:11
94,63@purdue.edu,64@purdue.edu,1/13/15 18:43
95,42@purdue.edu,65@purdue.edu,1/13/15 19:26
96,61@purdue.edu,46@purdue.edu,1/13/15 19:29
97,0@purdue.edu,66@purdue.edu,1/13/15 20:09
98,66@purdue.edu,67@purdue.edu,1/13/15 20:58
99,0@purdue.edu,68@purdue.edu,1/14/15 19:18
100,0@purdue.edu,34@purdue.edu,1/14/15 19:46
101,34@purdue.edu,69@purdue.edu,1/14/15 20:00
102,68@purdue.edu,69@purdue.edu,1/14/15 20:01
103,69@purdue.edu,52@purdue.edu,1/14/15 21:12
104,52@purdue.edu,62@purdue.edu,1/14/15 21:20
105,69@purdue.edu,70@purdue.edu,1/14/15 21:22
106,0@purdue.edu,62@purdue.edu,1/14/15 21:24
107,0@purdue.edu,47@purdue.edu,1/14/15 21:30
108,47@purdue.edu,67@purdue.edu,1/14/15 21:36
109,69@purdue.edu,71@purdue.edu,1/14/15 22:02
110,71@purdue.edu,52@purdue.edu,1/14/15 22:47
111,52@purdue.edu,18@purdue.edu,1/15/15 0:02
112,52@purdue.edu,50@purdue.edu,1/15/15 1:58
113,0@purdue.edu,72@purdue.edu,1/15/15 10:07
114,0@purdue.edu,61@purdue.edu,1/15/15 10:17
115,61@purdue.edu,73@purdue.edu,1/15/15 12:00
116,62@purdue.edu,74@purdue.edu,1/15/15 12:33
117,52@purdue.edu,30@purdue.edu,1/15/15 12:39
118,61@purdue.edu,30@purdue.edu,1/15/15 12:49
119,30@purdue.edu,30@purdue.edu,1/15/15 13:01
120,52@purdue.edu,75@purdue.edu,1/15/15 14:38
121,73@purdue.edu,76@purdue.edu,1/15/15 14:52
122,61@purdue.edu,77@purdue.edu,1/15/15 16:12
123,34@purdue.edu,77@purdue.edu,1/15/15 16:17
124,0@purdue.edu,76@purdue.edu,1/15/15 16:22
125,0@purdue.edu,78@purdue.edu,1/15/15 17:30
126,74@purdue.edu,79@purdue.edu,1/15/15 17:31
127,78@purdue.edu,31@purdue.edu,1/15/15 17:53
128,61@purdue.edu,31@purdue.edu,1/15/15 18:06
129,68@purdue.edu,68@purdue.edu,1/15/15 18:30
130,76@purdue.edu,80@purdue.edu,1/15/15 18:56
131,61@purdue.edu,81@purdue.edu,1/15/15 19:22
132,79@purdue.edu,82@purdue.edu,1/15/15 20:33
133,78@purdue.edu,78@purdue.edu,1/15/15 20:51
134,31@purdue.edu,78@purdue.edu,1/15/15 20:58
135,31@purdue.edu,83@purdue.edu,1/15/15 22:01
136,0@purdue.edu,84@purdue.edu,1/15/15 22:23
137,0@purdue.edu,77@purdue.edu,1/15/15 16:33
138,77@purdue.edu,85@purdue.edu,1/15/15 17:07
139,0@purdue.edu,86@purdue.edu,1/15/15 17:42
140,0@purdue.edu,87@purdue.edu,1/15/15 17:43
141,77@purdue.edu,87@purdue.edu,1/15/15 17:45
142,87@purdue.edu,88@purdue.edu,1/15/15 17:59
143,87@purdue.edu,31@purdue.edu,1/15/15 18:34
144,31@purdue.edu,89@purdue.edu,1/15/15 18:40
145,89@purdue.edu,31@purdue.edu,1/15/15 18:45
146,86@purdue.edu,31@purdue.edu,1/15/15 18:46
147,0@purdue.edu,80@purdue.edu,1/15/15 19:16
148,89@purdue.edu,46@purdue.edu,1/15/15 19:45
149,80@purdue.edu,34@purdue.edu,1/15/15 19:55
150,87@purdue.edu,84@purdue.edu,1/15/15 22:42
151,34@purdue.edu,84@purdue.edu,1/15/15 22:42
152,84@purdue.edu,90@purdue.edu,1/15/15 23:55
153,84@purdue.edu,91@purdue.edu,1/16/15 0:11
154,0@purdue.edu,32@purdue.edu,1/16/15 12:35
155,0@purdue.edu,92@purdue.edu,1/16/15 16:22
156,0@purdue.edu,76@purdue.edu,1/16/15 16:44
157,76@purdue.edu,93@purdue.edu,1/17/15 13:15
158,32@purdue.edu,29@purdue.edu,1/17/15 20:20
159,92@purdue.edu,71@purdue.edu,1/18/15 12:29
160,0@purdue.edu,70@purdue.edu,1/18/15 17:10
161,0@purdue.edu,94@purdue.edu,1/18/15 18:44
162,71@purdue.edu,92@purdue.edu,1/18/15 19:06
163,94@purdue.edu,92@purdue.edu,1/18/15 19:08
164,71@purdue.edu,64@purdue.edu,1/19/15 11:15
165,0@purdue.edu,61@purdue.edu,1/19/15 13:06
166,0@purdue.edu,20@purdue.edu,1/19/15 14:09
167,61@purdue.edu,26@purdue.edu,1/19/15 14:16
168,20@purdue.edu,95@purdue.edu,1/19/15 15:00
169,70@purdue.edu,95@purdue.edu,1/19/15 15:23
170,0@purdue.edu,41@purdue.edu,1/19/15 18:45
171,0@purdue.edu,32@purdue.edu,1/19/15 19:50
172,0@purdue.edu,96@purdue.edu,1/19/15 20:39
173,32@purdue.edu,97@purdue.edu,1/19/15 21:52
174,96@purdue.edu,98@purdue.edu,1/20/15 9:34
175,96@purdue.edu,52@purdue.edu,1/20/15 10:44
176,52@purdue.edu,34@purdue.edu,1/20/15 15:43
177,95@purdue.edu,99@purdue.edu,1/20/15 21:10
178,32@purdue.edu,100@purdue.edu,1/20/15 21:46
179,0@purdue.edu,47@purdue.edu,1/19/15 16:16
180,47@purdue.edu,47@purdue.edu,1/19/15 16:17
181,0@purdue.edu,75@purdue.edu,1/20/15 9:31
182,47@purdue.edu,101@purdue.edu,1/20/15 14:54
183,0@purdue.edu,102@purdue.edu,1/20/15 16:49
184,0@purdue.edu,43@purdue.edu,1/20/15 17:29
185,43@purdue.edu,43@purdue.edu,1/20/15 17:31
186,0@purdue.edu,27@purdue.edu,1/20/15 18:30
187,43@purdue.edu,27@purdue.edu,1/20/15 18:31
188,102@purdue.edu,27@purdue.edu,1/20/15 18:39
189,27@purdue.edu,90@purdue.edu,1/20/15 19:08
190,27@purdue.edu,91@purdue.edu,1/20/15 19:09
191,43@purdue.edu,80@purdue.edu,1/20/15 19:10
192,102@purdue.edu,90@purdue.edu,1/20/15 19:17
193,27@purdue.edu,103@purdue.edu,1/20/15 20:45
194,0@purdue.edu,104@purdue.edu,1/20/15 21:22
195,104@purdue.edu,52@purdue.edu,1/20/15 22:16
196,90@purdue.edu,52@purdue.edu,1/20/15 22:16
197,0@purdue.edu,105@purdue.edu,1/20/15 22:44
198,0@purdue.edu,95@purdue.edu,1/21/15 15:16
199,0@purdue.edu,106@purdue.edu,1/21/15 15:34
200,95@purdue.edu,97@purdue.edu,1/21/15 16:02
201,106@purdue.edu,97@purdue.edu,1/21/15 16:03
202,97@purdue.edu,106@purdue.edu,1/21/15 16:19
203,0@purdue.edu,107@purdue.edu,1/21/15 16:33
204,95@purdue.edu,108@purdue.edu,1/21/15 16:56
205,0@purdue.edu,109@purdue.edu,1/21/15 19:16
206,109@purdue.edu,50@purdue.edu,1/22/15 1:54
207,95@purdue.edu,50@purdue.edu,1/22/15 1:56
208,97@purdue.edu,110@purdue.edu,1/22/15 14:22
209,110@purdue.edu,27@purdue.edu,1/22/15 17:25
210,0@purdue.edu,49@purdue.edu,1/22/15 21:29
211,95@purdue.edu,111@purdue.edu,1/22/15 22:08
212,49@purdue.edu,63@purdue.edu,1/22/15 22:20
213,0@purdue.edu,63@purdue.edu,1/22/15 22:21
214,95@purdue.edu,112@purdue.edu,1/22/15 22:54
215,110@purdue.edu,113@purdue.edu,1/23/15 1:00
216,0@purdue.edu,96@purdue.edu,1/21/15 16:58
217,96@purdue.edu,96@purdue.edu,1/21/15 17:06
218,96@purdue.edu,114@purdue.edu,1/21/15 17:15
219,96@purdue.edu,18@purdue.edu,1/21/15 18:47
220,18@purdue.edu,114@purdue.edu,1/21/15 19:16
221,0@purdue.edu,115@purdue.edu,1/21/15 19:57
222,96@purdue.edu,64@purdue.edu,1/21/15 20:02
223,115@purdue.edu,34@purdue.edu,1/21/15 20:24
224,64@purdue.edu,114@purdue.edu,1/21/15 20:37
225,114@purdue.edu,50@purdue.edu,1/22/15 2:19
226,0@purdue.edu,5@purdue.edu,1/22/15 20:25
227,0@purdue.edu,109@purdue.edu,1/22/15 22:26
228,109@purdue.edu,91@purdue.edu,1/22/15 23:09
229,96@purdue.edu,116@purdue.edu,1/22/15 23:20
230,0@purdue.edu,92@purdue.edu,1/23/15 17:57
231,92@purdue.edu,117@purdue.edu,1/23/15 19:28
232,0@purdue.edu,118@purdue.edu,1/24/15 11:19
233,118@purdue.edu,67@purdue.edu,1/24/15 12:12
234,118@purdue.edu,93@purdue.edu,1/24/15 12:16
235,93@purdue.edu,118@purdue.edu,1/24/15 14:13
236,93@purdue.edu,34@purdue.edu,1/24/15 16:43
237,34@purdue.edu,113@purdue.edu,1/24/15 20:56
238,0@purdue.edu,50@purdue.edu,1/25/15 15:46
239,50@purdue.edu,75@purdue.edu,1/25/15 15:56
240,0@purdue.edu,119@purdue.edu,1/25/15 16:25
241,75@purdue.edu,50@purdue.edu,1/25/15 16:25
242,119@purdue.edu,119@purdue.edu,1/25/15 16:58
243,50@purdue.edu,78@purdue.edu,1/25/15 19:57
244,34@purdue.edu,48@purdue.edu,1/25/15 20:19
245,0@purdue.edu,110@purdue.edu,1/24/15 14:34
246,0@purdue.edu,7@purdue.edu,1/24/15 15:07
247,0@purdue.edu,49@purdue.edu,1/24/15 15:15
248,49@purdue.edu,49@purdue.edu,1/24/15 15:17
249,49@purdue.edu,34@purdue.edu,1/24/15 16:41
250,110@purdue.edu,113@purdue.edu,1/24/15 21:03
251,0@purdue.edu,88@purdue.edu,1/25/15 0:07
252,88@purdue.edu,120@purdue.edu,1/25/15 10:54
253,34@purdue.edu,121@purdue.edu,1/25/15 12:41
254,121@purdue.edu,40@purdue.edu,1/25/15 14:22
255,0@purdue.edu,32@purdue.edu,1/25/15 17:44
256,32@purdue.edu,31@purdue.edu,1/25/15 18:10
257,113@purdue.edu,48@purdue.edu,1/25/15 20:17
258,49@purdue.edu,5@purdue.edu,1/25/15 22:05
259,0@purdue.edu,95@purdue.edu,1/26/15 14:31
260,95@purdue.edu,68@purdue.edu,1/26/15 15:20
261,95@purdue.edu,122@purdue.edu,1/26/15 16:18
262,0@purdue.edu,47@purdue.edu,1/26/15 17:17
263,0@purdue.edu,123@purdue.edu,1/26/15 18:25
264,0@purdue.edu,20@purdue.edu,1/26/15 18:53
265,20@purdue.edu,34@purdue.edu,1/26/15 20:53
266,68@purdue.edu,34@purdue.edu,1/26/15 20:54
267,123@purdue.edu,77@purdue.edu,1/26/15 21:09
268,0@purdue.edu,7@purdue.edu,1/26/15 21:13
269,47@purdue.edu,50@purdue.edu,1/27/15 0:33
270,20@purdue.edu,50@purdue.edu,1/27/15 0:45
271,34@purdue.edu,25@purdue.edu,1/27/15 12:34
272,50@purdue.edu,124@purdue.edu,1/27/15 15:18
273,7@purdue.edu,112@purdue.edu,1/27/15 17:07
274,7@purdue.edu,125@purdue.edu,1/27/15 17:14
275,0@purdue.edu,33@purdue.edu,1/27/15 17:51
276,33@purdue.edu,31@purdue.edu,1/27/15 17:58
277,33@purdue.edu,126@purdue.edu,1/27/15 22:23
278,0@purdue.edu,109@purdue.edu,1/27/15 23:14
279,109@purdue.edu,60@purdue.edu,1/28/15 0:01
280,60@purdue.edu,109@purdue.edu,1/28/15 0:32
281,109@purdue.edu,99@purdue.edu,1/28/15 0:42
282,50@purdue.edu,49@purdue.edu,1/28/15 1:10
283,109@purdue.edu,109@purdue.edu,1/28/15 9:29
284,0@purdue.edu,127@purdue.edu,1/28/15 12:33
285,0@purdue.edu,104@purdue.edu,1/28/15 13:41
286,0@purdue.edu,128@purdue.edu,1/28/15 13:59
287,127@purdue.edu,95@purdue.edu,1/28/15 14:52
288,0@purdue.edu,129@purdue.edu,1/28/15 14:54
289,128@purdue.edu,95@purdue.edu,1/28/15 14:57
290,104@purdue.edu,95@purdue.edu,1/28/15 15:04
291,0@purdue.edu,130@purdue.edu,1/28/15 16:18
292,0@purdue.edu,68@purdue.edu,1/28/15 16:58
293,0@purdue.edu,73@purdue.edu,1/28/15 20:11
294,73@purdue.edu,95@purdue.edu,1/28/15 20:20
295,0@purdue.edu,73@purdue.edu,1/28/15 20:23
296,73@purdue.edu,110@purdue.edu,1/28/15 20:35
297,73@purdue.edu,24@purdue.edu,1/28/15 20:47
298,129@purdue.edu,43@purdue.edu,1/28/15 21:09
299,95@purdue.edu,43@purdue.edu,1/28/15 21:57
300,0@purdue.edu,60@purdue.edu,1/28/15 22:35
301,104@purdue.edu,131@purdue.edu,1/28/15 23:04
302,73@purdue.edu,46@purdue.edu,1/28/15 23:08
303,46@purdue.edu,46@purdue.edu,1/28/15 23:19
304,60@purdue.edu,18@purdue.edu,1/29/15 9:33
305,60@purdue.edu,114@purdue.edu,1/29/15 9:41
306,114@purdue.edu,132@purdue.edu,1/29/15 10:07
307,60@purdue.edu,86@purdue.edu,1/29/15 10:41
308,0@purdue.edu,30@purdue.edu,1/29/15 12:08
309,104@purdue.edu,84@purdue.edu,1/29/15 15:21
310,86@purdue.edu,60@purdue.edu,1/29/15 15:52
311,0@purdue.edu,60@purdue.edu,1/29/15 15:54
312,30@purdue.edu,60@purdue.edu,1/29/15 16:04
313,73@purdue.edu,133@purdue.edu,1/29/15 17:58
314,60@purdue.edu,31@purdue.edu,1/29/15 19:55
315,95@purdue.edu,26@purdue.edu,1/29/15 21:48
316,132@purdue.edu,134@purdue.edu,1/30/15 2:10
317,0@purdue.edu,60@purdue.edu,1/28/15 22:51
318,60@purdue.edu,131@purdue.edu,1/28/15 23:51
319,60@purdue.edu,95@purdue.edu,1/29/15 9:31
320,95@purdue.edu,131@purdue.edu,1/29/15 11:39
321,0@purdue.edu,69@purdue.edu,1/29/15 12:11
322,69@purdue.edu,135@purdue.edu,1/29/15 15:10
323,60@purdue.edu,34@purdue.edu,1/29/15 16:01
324,69@purdue.edu,40@purdue.edu,1/29/15 19:48
325,131@purdue.edu,5@purdue.edu,1/29/15 23:00
326,60@purdue.edu,136@purdue.edu,1/29/15 23:49
327,0@purdue.edu,136@purdue.edu,1/29/15 23:52
328,0@purdue.edu,84@purdue.edu,1/30/15 13:31
329,0@purdue.edu,61@purdue.edu,1/30/15 15:07
330,0@purdue.edu,92@purdue.edu,1/30/15 16:10
331,84@purdue.edu,135@purdue.edu,1/30/15 17:28
332,0@purdue.edu,40@purdue.edu,1/31/15 13:12
333,0@purdue.edu,73@purdue.edu,1/31/15 13:48
334,84@purdue.edu,64@purdue.edu,1/31/15 14:43
335,73@purdue.edu,43@purdue.edu,1/31/15 17:30
336,64@purdue.edu,77@purdue.edu,1/31/15 17:39
337,0@purdue.edu,137@purdue.edu,1/31/15 18:02
338,0@purdue.edu,102@purdue.edu,1/31/15 18:09
339,0@purdue.edu,47@purdue.edu,1/31/15 20:14
340,0@purdue.edu,47@purdue.edu,1/31/15 20:32
341,0@purdue.edu,36@purdue.edu,1/31/15 23:28
342,84@purdue.edu,138@purdue.edu,2/1/15 11:46
343,0@purdue.edu,139@purdue.edu,2/1/15 13:02
344,47@purdue.edu,76@purdue.edu,2/1/15 13:14
345,73@purdue.edu,43@purdue.edu,2/1/15 14:01
346,36@purdue.edu,140@purdue.edu,2/1/15 14:10
347,76@purdue.edu,141@purdue.edu,2/1/15 16:27
348,0@purdue.edu,63@purdue.edu,2/1/15 17:27
349,0@purdue.edu,63@purdue.edu,2/1/15 17:28
350,47@purdue.edu,27@purdue.edu,2/1/15 18:30
351,47@purdue.edu,142@purdue.edu,2/1/15 19:31
352,139@purdue.edu,125@purdue.edu,2/1/15 23:18
353,137@purdue.edu,143@purdue.edu,2/1/15 23:51
354,63@purdue.edu,144@purdue.edu,2/2/15 0:00
355,63@purdue.edu,60@purdue.edu,2/2/15 0:33
356,102@purdue.edu,82@purdue.edu,2/2/15 1:33
357,0@purdue.edu,84@purdue.edu,1/30/15 13:34
358,0@purdue.edu,80@purdue.edu,1/30/15 16:22
359,80@purdue.edu,106@purdue.edu,1/30/15 16:25
360,80@purdue.edu,106@purdue.edu,1/30/15 16:45
361,0@purdue.edu,92@purdue.edu,1/30/15 16:47
362,106@purdue.edu,92@purdue.edu,1/30/15 16:53
363,92@purdue.edu,135@purdue.edu,1/30/15 21:04
364,92@purdue.edu,52@purdue.edu,1/31/15 10:04
365,80@purdue.edu,114@purdue.edu,1/31/15 12:04
366,106@purdue.edu,40@purdue.edu,1/31/15 13:16
367,40@purdue.edu,34@purdue.edu,1/31/15 17:08
368,0@purdue.edu,93@purdue.edu,1/31/15 19:13
369,84@purdue.edu,145@purdue.edu,1/31/15 21:37
370,84@purdue.edu,145@purdue.edu,1/31/15 21:40
371,93@purdue.edu,71@purdue.edu,2/1/15 13:17
372,71@purdue.edu,71@purdue.edu,2/1/15 13:24
373,106@purdue.edu,77@purdue.edu,2/1/15 13:27
374,145@purdue.edu,36@purdue.edu,2/1/15 16:11
375,0@purdue.edu,49@purdue.edu,2/2/15 1:38
376,80@purdue.edu,146@purdue.edu,2/2/15 12:56
377,0@purdue.edu,98@purdue.edu,2/2/15 12:48
378,98@purdue.edu,140@purdue.edu,2/2/15 13:14
379,140@purdue.edu,109@purdue.edu,2/2/15 13:39
380,109@purdue.edu,61@purdue.edu,2/2/15 14:56
381,109@purdue.edu,147@purdue.edu,2/2/15 16:13
382,98@purdue.edu,148@purdue.edu,2/2/15 16:36
383,0@purdue.edu,68@purdue.edu,2/2/15 19:09
384,68@purdue.edu,68@purdue.edu,2/2/15 19:10
385,68@purdue.edu,18@purdue.edu,2/2/15 22:34
386,98@purdue.edu,27@purdue.edu,2/3/15 17:55
387,98@purdue.edu,26@purdue.edu,2/3/15 18:12
388,68@purdue.edu,5@purdue.edu,2/3/15 20:19
389,5@purdue.edu,5@purdue.edu,2/3/15 20:21
390,26@purdue.edu,56@purdue.edu,2/3/15 20:26
391,98@purdue.edu,149@purdue.edu,2/3/15 21:59
392,0@purdue.edu,73@purdue.edu,2/2/15 13:41
393,0@purdue.edu,64@purdue.edu,2/2/15 14:36
394,0@purdue.edu,61@purdue.edu,2/2/15 14:58
395,0@purdue.edu,101@purdue.edu,2/2/15 15:21
396,101@purdue.edu,150@purdue.edu,2/2/15 16:08
397,0@purdue.edu,81@purdue.edu,2/2/15 20:10
398,0@purdue.edu,18@purdue.edu,2/2/15 22:52
399,18@purdue.edu,89@purdue.edu,2/3/15 9:52
400,81@purdue.edu,89@purdue.edu,2/3/15 9:56
401,0@purdue.edu,7@purdue.edu,2/3/15 13:08
402,0@purdue.edu,7@purdue.edu,2/3/15 13:15
403,7@purdue.edu,151@purdue.edu,2/3/15 14:09
404,0@purdue.edu,152@purdue.edu,2/3/15 16:06
405,152@purdue.edu,125@purdue.edu,2/3/15 17:02
406,0@purdue.edu,27@purdue.edu,2/3/15 18:06
407,27@purdue.edu,147@purdue.edu,2/3/15 18:19
408,0@purdue.edu,137@purdue.edu,2/3/15 19:35
409,27@purdue.edu,149@purdue.edu,2/3/15 21:58
410,0@purdue.edu,95@purdue.edu,2/4/15 13:12
411,0@purdue.edu,34@purdue.edu,2/4/15 15:24
412,95@purdue.edu,18@purdue.edu,2/4/15 15:25
413,0@purdue.edu,76@purdue.edu,2/4/15 15:35
414,76@purdue.edu,34@purdue.edu,2/4/15 15:46
415,76@purdue.edu,40@purdue.edu,2/4/15 15:54
416,0@purdue.edu,115@purdue.edu,2/4/15 16:20
417,34@purdue.edu,153@purdue.edu,2/4/15 17:17
418,95@purdue.edu,95@purdue.edu,2/4/15 17:18
419,115@purdue.edu,47@purdue.edu,2/4/15 17:20
420,47@purdue.edu,48@purdue.edu,2/4/15 18:07
421,153@purdue.edu,125@purdue.edu,2/4/15 18:26
422,76@purdue.edu,23@purdue.edu,2/4/15 19:40
423,47@purdue.edu,23@purdue.edu,2/4/15 19:43
424,0@purdue.edu,72@purdue.edu,2/4/15 22:54
425,72@purdue.edu,67@purdue.edu,2/5/15 10:09
426,0@purdue.edu,146@purdue.edu,2/5/15 15:51
427,0@purdue.edu,10@purdue.edu,2/5/15 17:12
428,23@purdue.edu,154@purdue.edu,2/5/15 21:04
429,34@purdue.edu,155@purdue.edu,2/5/15 21:25
430,0@purdue.edu,45@purdue.edu,2/5/15 22:58
431,45@purdue.edu,49@purdue.edu,2/6/15 0:24
432,0@purdue.edu,95@purdue.edu,2/4/15 15:08
433,0@purdue.edu,115@purdue.edu,2/4/15 16:45
434,0@purdue.edu,153@purdue.edu,2/4/15 17:51
435,0@purdue.edu,107@purdue.edu,2/4/15 17:51
436,107@purdue.edu,156@purdue.edu,2/4/15 18:21
437,0@purdue.edu,93@purdue.edu,2/4/15 21:05
438,0@purdue.edu,96@purdue.edu,2/4/15 22:40
439,0@purdue.edu,41@purdue.edu,2/5/15 13:30
440,41@purdue.edu,98@purdue.edu,2/5/15 15:35
441,0@purdue.edu,146@purdue.edu,2/5/15 16:21
442,96@purdue.edu,112@purdue.edu,2/5/15 19:45
443,146@purdue.edu,47@purdue.edu,2/5/15 20:10
444,95@purdue.edu,109@purdue.edu,2/5/15 21:27
445,109@purdue.edu,82@purdue.edu,2/5/15 23:31
446,0@purdue.edu,78@purdue.edu,2/5/15 23:59
447,112@purdue.edu,49@purdue.edu,2/6/15 1:00
448,0@purdue.edu,61@purdue.edu,2/6/15 13:20
449,61@purdue.edu,157@purdue.edu,2/6/15 15:02
450,0@purdue.edu,39@purdue.edu,2/6/15 15:20
451,0@purdue.edu,84@purdue.edu,2/6/15 15:34
452,61@purdue.edu,158@purdue.edu,2/6/15 17:07
453,84@purdue.edu,158@purdue.edu,2/6/15 17:07
454,84@purdue.edu,111@purdue.edu,2/6/15 17:26
455,61@purdue.edu,111@purdue.edu,2/6/15 17:28
456,61@purdue.edu,153@purdue.edu,2/6/15 19:01
457,0@purdue.edu,107@purdue.edu,2/6/15 20:51
458,107@purdue.edu,67@purdue.edu,2/7/15 11:27
459,0@purdue.edu,47@purdue.edu,2/7/15 12:33
460,61@purdue.edu,3@purdue.edu,2/7/15 13:57
461,67@purdue.edu,30@purdue.edu,2/7/15 14:49
462,111@purdue.edu,30@purdue.edu,2/7/15 15:05
463,0@purdue.edu,159@purdue.edu,2/7/15 17:15
464,111@purdue.edu,61@purdue.edu,2/7/15 17:33
465,0@purdue.edu,39@purdue.edu,2/6/15 15:15
