id,indegree,outdegree,degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,strongcompnum
62@purdue.edu,12,7,19,7.0,0.25193798449612403,0.3031501831501833,2495.5305663444738,33
63@purdue.edu,1,5,6,7.0,0.2719665271966527,0.32148351648351664,354.45873015873013,33
64@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,20
65@purdue.edu,0,1,1,10.0,0.19013062409288825,0.2138767720828789,0.0,51
66@purdue.edu,1,5,6,8.0,0.24904214559386972,0.3016208791208792,286.9464792666838,33
67@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,52
68@purdue.edu,1,7,8,7.0,0.248565965583174,0.3018315018315019,1284.480161359109,33
69@purdue.edu,0,1,1,1.0,1.0,1.0,0.0,53
70@purdue.edu,5,7,12,8.0,0.26262626262626265,0.3177197802197802,709.6824166373698,33
71@purdue.edu,4,3,7,7.0,0.25691699604743085,0.29347985347985345,984.2261238761241,33
72@purdue.edu,1,1,2,9.0,0.19174041297935104,0.21902319902319894,55.958333333333336,33
73@purdue.edu,1,2,3,10.0,0.20217729393468117,0.23187728937728933,76.66158008658009,33
74@purdue.edu,2,1,3,9.0,0.2313167259786477,0.265515873015873,93.68333333333332,33
75@purdue.edu,3,6,9,9.0,0.24253731343283583,0.2926953601953602,784.1976659735174,33
76@purdue.edu,3,4,7,9.0,0.25793650793650796,0.31223748473748486,1132.6304170287924,33
77@purdue.edu,12,11,23,8.0,0.23508137432188064,0.2909981684981685,1527.2532660623451,33
78@purdue.edu,2,1,3,9.0,0.23297491039426524,0.2680799755799756,233.35073692217654,33
79@purdue.edu,5,8,13,7.0,0.2708333333333333,0.32937728937728944,859.2904086654091,33
80@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,18
81@purdue.edu,5,2,7,9.0,0.21922428330522767,0.24970085470085462,691.1082685460394,33
82@purdue.edu,0,1,1,13.0,0.1278048780487805,0.14466015324793935,0.0,54
83@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,32
84@purdue.edu,2,11,13,6.0,0.3258145363408521,0.39179487179487205,557.8535825285825,33
85@purdue.edu,5,3,8,10.0,0.1793103448275862,0.20896520146520134,200.31190476190477,33
86@purdue.edu,3,2,5,7.0,0.2276707530647986,0.2567765567765567,350.7982405909029,33
87@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,55
88@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,56
89@purdue.edu,1,4,5,6.0,0.2869757174392936,0.3291025641025643,389.3914395417105,33
90@purdue.edu,4,1,5,10.0,0.1984732824427481,0.22426739926739922,900.2884339301911,33
91@purdue.edu,4,7,11,7.0,0.2826086956521739,0.3329670329670332,862.9713753595335,33
92@purdue.edu,1,5,6,7.0,0.23022847100175747,0.2695201744820064,0.0,57
93@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,13
94@purdue.edu,2,1,3,8.0,0.21487603305785125,0.24159340659340645,61.3385376319587,33
95@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,21
96@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,58
97@purdue.edu,0,1,1,1.0,1.0,1.0,0.0,59
98@purdue.edu,3,0,3,0.0,0.0,0.0,0.0,31
99@purdue.edu,1,3,4,8.0,0.20833333333333334,0.24566849816849803,93.89829059829061,33
100@purdue.edu,5,6,11,9.0,0.21739130434782608,0.27073565323565324,764.3586356454008,33
101@purdue.edu,0,4,4,9.0,0.2306368330464716,0.2755804311774461,0.0,63
102@purdue.edu,2,4,6,8.0,0.26104417670682734,0.3092032967032969,329.37059130669815,33
103@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,64
104@purdue.edu,1,3,4,7.0,0.2668024439918534,0.3076517629952745,52.0064935064935,65
105@purdue.edu,2,0,2,0.0,0.0,0.0,0.0,27
106@purdue.edu,2,1,3,9.0,0.19877675840978593,0.21780525030525014,199.30187590187592,33
107@purdue.edu,1,1,2,0.0,0.0,0.0,0.0,66
108@purdue.edu,5,5,10,8.0,0.22887323943661972,0.2718772893772894,1609.1831566296435,33
109@purdue.edu,3,4,7,10.0,0.16414141414141414,0.20166666666666655,315.9757649213531,33
110@purdue.edu,2,0,2,0.0,0.0,0.0,0.0,11
111@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,67
112@purdue.edu,1,2,3,11.0,0.16209476309226933,0.19073898323898314,51.75833333333333,33
113@purdue.edu,4,8,12,6.0,0.30092592592592593,0.35923076923076935,1503.13623408755,33
114@purdue.edu,1,1,2,8.0,0.22071307300509338,0.24342490842490833,0.0,33
115@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,62
116@purdue.edu,3,1,4,9.0,0.23255813953488372,0.2678235653235653,298.44888999888997,33
117@purdue.edu,0,1,1,10.0,0.19013062409288825,0.21151399491094144,0.0,68
118@purdue.edu,1,3,4,7.0,0.26639344262295084,0.30468864468864454,138.45787202993085,33
119@purdue.edu,0,2,2,7.0,0.20985691573926868,0.2361471861471861,0.0,70
120@purdue.edu,1,1,2,7.0,0.21760797342192692,0.23560523446019624,39.37730602730603,69
121@purdue.edu,3,2,5,6.0,0.2760084925690021,0.30807692307692314,642.7459928959929,33
122@purdue.edu,5,3,8,8.0,0.210016155088853,0.2374725274725273,747.8390615920027,33
123@purdue.edu,2,2,4,7.0,0.23465703971119134,0.26465201465201454,535.7240203666825,33
124@purdue.edu,4,0,4,0.0,0.0,0.0,0.0,4
125@purdue.edu,0,1,1,11.0,0.16133004926108374,0.18048010089994818,0.0,71
126@purdue.edu,3,5,8,8.0,0.2195945945945946,0.263580586080586,682.9543789543791,33
127@purdue.edu,0,3,3,7.0,0.25486381322957197,0.29345692475463464,0.0,72
128@purdue.edu,12,1,13,1.0,1.0,1.0,130.0,2
129@purdue.edu,1,9,10,8.0,0.2613861386138614,0.31916486291486296,0.0,73
130@purdue.edu,6,6,12,8.0,0.23465703971119134,0.2748443223443222,1445.3575885187036,33
131@purdue.edu,6,4,10,7.0,0.25948103792415167,0.2982234432234433,1067.2313080545782,33
132@purdue.edu,1,1,2,7.0,0.23172905525846701,0.25642857142857145,0.0,33
133@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,74
134@purdue.edu,2,0,2,0.0,0.0,0.0,0.0,1
135@purdue.edu,1,1,2,7.0,0.21739130434782608,0.23549450549450543,450.73217893217907,33
136@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,29
137@purdue.edu,0,1,1,10.0,0.14537444933920704,0.15741943241943232,0.0,76
138@purdue.edu,1,1,2,9.0,0.16881443298969073,0.1819732218587179,130.99999999999997,75
139@purdue.edu,2,1,3,7.0,0.2514506769825919,0.2773809523809522,1003.4759829223063,33
140@purdue.edu,1,5,6,8.0,0.23198594024604569,0.27525252525252525,0.0,77
141@purdue.edu,7,8,15,6.0,0.2968036529680365,0.34871794871794864,1498.6975384634654,33
142@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,23
143@purdue.edu,1,2,3,9.0,0.20123839009287925,0.22936202686202684,6.5,33
144@purdue.edu,1,1,2,8.0,0.20733652312599682,0.22835164835164817,200.73276247746062,33
145@purdue.edu,3,3,6,8.0,0.22608695652173913,0.26191391941391934,1228.0179748613955,33
146@purdue.edu,0,1,1,11.0,0.13818565400843882,0.1537443684390249,0.0,78
147@purdue.edu,4,1,5,10.0,0.1591187270501836,0.17825091575091564,421.9731467415342,33
148@purdue.edu,3,6,9,7.0,0.26369168356997974,0.313150183150183,721.4228021978028,33
149@purdue.edu,3,2,5,10.0,0.19005847953216373,0.2116758241758241,26.88080808080808,33
150@purdue.edu,1,1,2,1.0,1.0,1.0,19.84285714285714,9
151@purdue.edu,5,2,7,7.0,0.2529182879377432,0.28315018315018287,532.5701691454402,33
152@purdue.edu,0,1,1,10.0,0.18985507246376812,0.21133224282079235,0.0,79
153@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,80
154@purdue.edu,0,3,3,7.0,0.24485981308411214,0.2786623046165032,0.0,81
155@purdue.edu,2,1,3,11.0,0.16666666666666666,0.1850246975246974,51.5952380952381,33
156@purdue.edu,7,3,10,8.0,0.2066772655007949,0.2309981684981684,456.6188400651637,33
157@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,24
158@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,82
159@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,83
160@purdue.edu,1,2,3,8.0,0.17473118279569894,0.19595238095238085,264.0,33
161@purdue.edu,0,1,1,1.0,1.0,1.0,0.0,84
162@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,85
163@purdue.edu,4,4,8,9.0,0.253411306042885,0.3026953601953604,600.9989920382337,33
164@purdue.edu,2,1,3,11.0,0.16049382716049382,0.17802225552225545,2.9789682539682545,33
165@purdue.edu,6,3,9,11.0,0.16795865633074936,0.1916913641913641,594.0716791979945,33
166@purdue.edu,0,1,1,1.0,1.0,1.0,0.0,86
167@purdue.edu,0,2,2,9.0,0.20500782472613457,0.23655337453047368,0.0,87
168@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,88
169@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,30
170@purdue.edu,2,1,3,8.0,0.20504731861198738,0.22481684981684968,213.32265512265514,33
171@purdue.edu,0,1,1,10.0,0.1984848484848485,0.22408215194474732,0.0,89
172@purdue.edu,0,2,2,10.0,0.1984848484848485,0.22408215194474732,0.0,90
173@purdue.edu,1,2,3,8.0,0.22016806722689075,0.24272082878953097,0.0,91
174@purdue.edu,1,3,4,9.0,0.19726858877086495,0.23803724053724043,352.0774922789629,33
175@purdue.edu,6,2,8,9.0,0.18840579710144928,0.21780525030525028,800.72058263897,33
176@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,12
177@purdue.edu,0,1,1,1.0,1.0,1.0,0.0,92
178@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,93
179@purdue.edu,2,0,2,0.0,0.0,0.0,0.0,7
180@purdue.edu,2,1,3,0.0,0.0,0.0,0.0,25
181@purdue.edu,1,1,2,9.0,0.21207177814029363,0.2394627594627593,136.52427294927298,33
182@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,10
183@purdue.edu,1,1,2,9.0,0.17150395778364116,0.18634310134310117,53.697929847929856,33
184@purdue.edu,3,2,5,11.0,0.13978494623655913,0.16099539349539344,272.3333333333333,33
185@purdue.edu,1,1,2,0.0,0.0,0.0,0.0,94
186@purdue.edu,5,13,18,6.0,0.32019704433497537,0.3883333333333334,2098.729163939664,33
187@purdue.edu,2,2,4,10.0,0.16176470588235295,0.18034211159211144,19.666666666666664,61
188@purdue.edu,1,1,2,9.0,0.1915204678362573,0.2186235308372712,149.66666666666666,60
189@purdue.edu,3,4,7,9.0,0.17105263157894737,0.20264957264957248,317.98469182139263,33
190@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,95
191@purdue.edu,0,3,3,8.0,0.20247295208655333,0.24229371137768074,0.0,96
192@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,22
193@purdue.edu,1,1,2,12.0,0.12275731822474033,0.13690392940392931,0.0,33
194@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,97
195@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,98
196@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,99
197@purdue.edu,0,0,0,0.0,0.0,0.0,0.0,100
198@purdue.edu,1,0,1,0.0,0.0,0.0,0.0,15
199@purdue.edu,5,1,6,13.0,0.127826941986234,0.14481138519600043,167.2296218487395,33
200@purdue.edu,5,6,11,7.0,0.2631578947368421,0.30886446886446883,1870.3079845498369,33
201@purdue.edu,0,2,2,7.0,0.22797927461139897,0.25634920634920616,0.0,101
