title,link,pubDate,{http://purl.org/dc/elements/1.1/}creator,guid,description,{http://purl.org/rss/1.0/modules/content/}encoded,{http://wordpress.org/export/1.2/excerpt/}encoded,{http://wordpress.org/export/1.2/}post_id,{http://wordpress.org/export/1.2/}post_date,{http://wordpress.org/export/1.2/}post_date_gmt,{http://wordpress.org/export/1.2/}comment_status,{http://wordpress.org/export/1.2/}ping_status,{http://wordpress.org/export/1.2/}post_name,{http://wordpress.org/export/1.2/}status,{http://wordpress.org/export/1.2/}post_parent,{http://wordpress.org/export/1.2/}menu_order,{http://wordpress.org/export/1.2/}post_type,{http://wordpress.org/export/1.2/}post_password,{http://wordpress.org/export/1.2/}is_sticky,{http://wordpress.org/export/1.2/}attachment_url,{http://wordpress.org/export/1.2/}postmeta_{http://wordpress.org/export/1.2/}meta_key,{http://wordpress.org/export/1.2/}postmeta_{http://wordpress.org/export/1.2/}meta_value,{http://wordpress.org/export/1.2/}postmeta,{http://wordpress.org/export/1.2/}postmeta_{http://wordpress.org/export/1.2/}meta_key,{http://wordpress.org/export/1.2/}postmeta_{http://wordpress.org/export/1.2/}meta_value,{http://wordpress.org/export/1.2/}postmeta
"H2_C","https://www.purdue.edu/dynamics/?attachment_id=2028","Wed, 28 Jan 2015 12:58:54 +0000","jfrhoads","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_C.png","","","","2028","2015-01-28 07:58:54","2015-01-28 12:58:54","open","open","h2_c","inherit","2027","0","attachment","","0","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_C.png","_wp_attached_file","2015/01/H2_C.png","","_wp_attachment_metadata","a:5:{s:5:""width"";i:322;s:6:""height"";i:176;s:4:""file"";s:16:""2015/01/H2_C.png"";s:5:""sizes"";a:2:{s:9:""thumbnail"";a:4:{s:4:""file"";s:16:""H2_C-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";}s:6:""medium"";a:4:{s:4:""file"";s:16:""H2_C-300x163.png"";s:5:""width"";i:300;s:6:""height"";i:163;s:9:""mime-type"";s:9:""image/png"";}}s:10:""image_meta"";a:11:{s:8:""aperture"";i:0;s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";i:0;s:9:""copyright"";s:0:"""";s:12:""focal_length"";i:0;s:3:""iso"";i:0;s:13:""shutter_speed"";i:0;s:5:""title"";s:0:"""";s:11:""orientation"";i:0;}}",""
"H2_D","https://www.purdue.edu/dynamics/?attachment_id=2029","Wed, 28 Jan 2015 12:58:55 +0000","jfrhoads","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_D.png","","","","2029","2015-01-28 07:58:55","2015-01-28 12:58:55","open","open","h2_d","inherit","2027","0","attachment","","0","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_D.png","_wp_attached_file","2015/01/H2_D.png","","_wp_attachment_metadata","a:5:{s:5:""width"";i:355;s:6:""height"";i:130;s:4:""file"";s:16:""2015/01/H2_D.png"";s:5:""sizes"";a:2:{s:9:""thumbnail"";a:4:{s:4:""file"";s:16:""H2_D-150x130.png"";s:5:""width"";i:150;s:6:""height"";i:130;s:9:""mime-type"";s:9:""image/png"";}s:6:""medium"";a:4:{s:4:""file"";s:16:""H2_D-300x109.png"";s:5:""width"";i:300;s:6:""height"";i:109;s:9:""mime-type"";s:9:""image/png"";}}s:10:""image_meta"";a:11:{s:8:""aperture"";i:0;s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";i:0;s:9:""copyright"";s:0:"""";s:12:""focal_length"";i:0;s:3:""iso"";i:0;s:13:""shutter_speed"";i:0;s:5:""title"";s:0:"""";s:11:""orientation"";i:0;}}",""
"H2_E","https://www.purdue.edu/dynamics/?attachment_id=2030","Wed, 28 Jan 2015 12:58:55 +0000","jfrhoads","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_E.png","","","","2030","2015-01-28 07:58:55","2015-01-28 12:58:55","open","open","h2_e","inherit","2027","0","attachment","","0","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_E.png","_wp_attached_file","2015/01/H2_E.png","","_wp_attachment_metadata","a:5:{s:5:""width"";i:243;s:6:""height"";i:264;s:4:""file"";s:16:""2015/01/H2_E.png"";s:5:""sizes"";a:1:{s:9:""thumbnail"";a:4:{s:4:""file"";s:16:""H2_E-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";}}s:10:""image_meta"";a:11:{s:8:""aperture"";i:0;s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";i:0;s:9:""copyright"";s:0:"""";s:12:""focal_length"";i:0;s:3:""iso"";i:0;s:13:""shutter_speed"";i:0;s:5:""title"";s:0:"""";s:11:""orientation"";i:0;}}",""
"H2_F","https://www.purdue.edu/dynamics/?attachment_id=2031","Wed, 28 Jan 2015 12:58:56 +0000","jfrhoads","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_F.png","","","","2031","2015-01-28 07:58:56","2015-01-28 12:58:56","open","open","h2_f","inherit","2027","0","attachment","","0","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_F.png","_wp_attached_file","2015/01/H2_F.png","","_wp_attachment_metadata","a:5:{s:5:""width"";i:309;s:6:""height"";i:212;s:4:""file"";s:16:""2015/01/H2_F.png"";s:5:""sizes"";a:2:{s:9:""thumbnail"";a:4:{s:4:""file"";s:16:""H2_F-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";}s:6:""medium"";a:4:{s:4:""file"";s:16:""H2_F-300x205.png"";s:5:""width"";i:300;s:6:""height"";i:205;s:9:""mime-type"";s:9:""image/png"";}}s:10:""image_meta"";a:11:{s:8:""aperture"";i:0;s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";i:0;s:9:""copyright"";s:0:"""";s:12:""focal_length"";i:0;s:3:""iso"";i:0;s:13:""shutter_speed"";i:0;s:5:""title"";s:0:"""";s:11:""orientation"";i:0;}}",""
"H2_G","https://www.purdue.edu/dynamics/?attachment_id=2032","Wed, 28 Jan 2015 12:58:56 +0000","jfrhoads","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_G.png","","","","2032","2015-01-28 07:58:56","2015-01-28 12:58:56","open","open","h2_g","inherit","2027","0","attachment","","0","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_G.png","_wp_attached_file","2015/01/H2_G.png","","_wp_attachment_metadata","a:5:{s:5:""width"";i:267;s:6:""height"";i:207;s:4:""file"";s:16:""2015/01/H2_G.png"";s:5:""sizes"";a:1:{s:9:""thumbnail"";a:4:{s:4:""file"";s:16:""H2_G-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";}}s:10:""image_meta"";a:11:{s:8:""aperture"";i:0;s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";i:0;s:9:""copyright"";s:0:"""";s:12:""focal_length"";i:0;s:3:""iso"";i:0;s:13:""shutter_speed"";i:0;s:5:""title"";s:0:"""";s:11:""orientation"";i:0;}}",""
"H2_H","https://www.purdue.edu/dynamics/?attachment_id=2033","Wed, 28 Jan 2015 12:58:56 +0000","jfrhoads","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_H.png","","","","2033","2015-01-28 07:58:56","2015-01-28 12:58:56","open","open","h2_h","inherit","2027","0","attachment","","0","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_H.png","_wp_attached_file","2015/01/H2_H.png","","_wp_attachment_metadata","a:5:{s:5:""width"";i:294;s:6:""height"";i:206;s:4:""file"";s:16:""2015/01/H2_H.png"";s:5:""sizes"";a:1:{s:9:""thumbnail"";a:4:{s:4:""file"";s:16:""H2_H-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";}}s:10:""image_meta"";a:11:{s:8:""aperture"";i:0;s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";i:0;s:9:""copyright"";s:0:"""";s:12:""focal_length"";i:0;s:3:""iso"";i:0;s:13:""shutter_speed"";i:0;s:5:""title"";s:0:"""";s:11:""orientation"";i:0;}}",""
"H2_I","https://www.purdue.edu/dynamics/?attachment_id=2034","Wed, 28 Jan 2015 12:58:57 +0000","jfrhoads","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_I.png","","","","2034","2015-01-28 07:58:57","2015-01-28 12:58:57","open","open","h2_i","inherit","2027","0","attachment","","0","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_I.png","_wp_attached_file","2015/01/H2_I.png","","_wp_attachment_metadata","a:5:{s:5:""width"";i:431;s:6:""height"";i:173;s:4:""file"";s:16:""2015/01/H2_I.png"";s:5:""sizes"";a:2:{s:9:""thumbnail"";a:4:{s:4:""file"";s:16:""H2_I-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";}s:6:""medium"";a:4:{s:4:""file"";s:16:""H2_I-300x120.png"";s:5:""width"";i:300;s:6:""height"";i:120;s:9:""mime-type"";s:9:""image/png"";}}s:10:""image_meta"";a:11:{s:8:""aperture"";i:0;s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";i:0;s:9:""copyright"";s:0:"""";s:12:""focal_length"";i:0;s:3:""iso"";i:0;s:13:""shutter_speed"";i:0;s:5:""title"";s:0:"""";s:11:""orientation"";i:0;}}",""
"H2_J","https://www.purdue.edu/dynamics/?attachment_id=2035","Wed, 28 Jan 2015 12:58:57 +0000","jfrhoads","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_J.png","","","","2035","2015-01-28 07:58:57","2015-01-28 12:58:57","open","open","h2_j","inherit","2027","0","attachment","","0","https://www.purdue.edu/dynamics/wp-content/uploads/2015/01/H2_J.png","_wp_attached_file","2015/01/H2_J.png","","_wp_attachment_metadata","a:5:{s:5:""width"";i:261;s:6:""height"";i:178;s:4:""file"";s:16:""2015/01/H2_J.png"";s:5:""sizes"";a:1:{s:9:""thumbnail"";a:4:{s:4:""file"";s:16:""H2_J-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";}}s:10:""image_meta"";a:11:{s:8:""aperture"";i:0;s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";i:0;s:9:""copyright"";s:0:"""";s:12:""focal_length"";i:0;s:3:""iso"";i:0;s:13:""shutter_speed"";i:0;s:5:""title"";s:0:"""";s:11:""orientation"";i:0;}}",""
"3_A","https://www.purdue.edu/dynamics/?attachment_id=2056","Sun, 01 Feb 2015 18:54:20 +0000","jfrhoads","https://www.purdue.edu/dynamics/wp-content/uploads/2015/02/3_A.png","","","","2056","2015-02-01 13:54:20","2015-02-01 18:54:20","open","open","3_a","inherit","2055","0","attachment","","0","https://www.purdue.edu/dynamics/wp-content/uploads/2015/02/3_A.png","_wp_attached_file","2015/02/3_A.png","","_wp_attachment_metadata","a:5:{s:5:""width"";i:217;s:6:""height"";i:203;s:4:""file"";s:15:""2015/02/3_A.png"";s:5:""sizes"";a:1:{s:9:""thumbnail"";a:4:{s:4:""file"";s:15:""3_A-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";}}s:10:""image_meta"";a:11:{s:8:""aperture"";i:0;s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";i:0;s:9:""copyright"";s:0:"""";s:12:""focal_length"";i:0;s:3:""iso"";i:0;s:13:""shutter_speed"";i:0;s:5:""title"";s:0:"""";s:11:""orientation"";i:0;}}",""
"3_B","https://www.purdue.edu/dynamics/?attachment_id=2057","Sun, 01 Feb 2015 18:54:21 +0000","jfrhoads","https://www.purdue.edu/dynamics/wp-content/uploads/2015/02/3_B.png","","","","2057","2015-02-01 13:54:21","2015-02-01 18:54:21","open","open","3_b","inherit","2055","0","attachment","","0","https://www.purdue.edu/dynamics/wp-content/uploads/2015/02/3_B.png","_wp_attached_file","2015/02/3_B.png","","_wp_attachment_metadata","a:5:{s:5:""width"";i:316;s:6:""height"";i:223;s:4:""file"";s:15:""2015/02/3_B.png"";s:5:""sizes"";a:2:{s:9:""thumbnail"";a:4:{s:4:""file"";s:15:""3_B-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";}s:6:""medium"";a:4:{s:4:""file"";s:15:""3_B-300x212.png"";s:5:""width"";i:300;s:6:""height"";i:212;s:9:""mime-type"";s:9:""image/png"";}}s:10:""image_meta"";a:11:{s:8:""aperture"";i:0;s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";i:0;s:9:""copyright"";s:0:"""";s:12:""focal_length"";i:0;s:3:""iso"";i:0;s:13:""shutter_speed"";i:0;s:5:""title"";s:0:"""";s:11:""orientation"";i:0;}}",""
